sender_domain,sender_has_numbers,sender_domain_length,receiver_domain,domain_mismatch,subject_length,subject_num_exclamations,subject_num_caps,subject_has_spam_words,body_length,body_num_links,body_num_exclamations,body_has_spam_words,email_hour,email_day_of_week,label
13thfyre.net,1,12,gvc.ceas-challenge.cc,1,20,0,5,0,3894,24,0,0,13.0,1.0,1
archie.dk,0,9,gvc.ceas-challenge.cc,1,38,0,1,0,345,1,2,0,1.0,2.0,1
deborahknuckey.com,1,18,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,13.0,1.0,1
paa.org,1,7,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,11.0,1.0,1
wspa.com,1,8,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,18.0,1.0,1
410hosting.com,1,14,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,18.0,1.0,1
archie.dk,0,9,gvc.ceas-challenge.cc,1,38,0,1,0,285,1,2,1,1.0,2.0,1
monitoring.apache.org,0,21,spamassassin.apache.org,1,62,0,14,0,187,0,0,0,23.0,1.0,0
gmail.com,0,9,yahoogroups.com,1,28,0,0,0,994,0,1,0,0.0,2.0,0
news-alerts.cnet.com,0,20,gvc.ceas-challenge.cc,1,64,0,8,0,1148,0,0,0,15.0,1.0,0
news-alerts.cnet.com,0,20,gvc.ceas-challenge.cc,1,58,0,9,0,744,0,0,0,15.0,1.0,0
e-cost.com,0,10,gvc.ceas-challenge.cc,1,62,0,13,0,28723,121,4,1,17.0,1.0,0
monitoring.apache.org,0,21,spamassassin.apache.org,1,57,0,9,0,183,0,0,0,23.0,1.0,0
archie.dk,0,9,gvc.ceas-challenge.cc,1,29,0,1,0,289,1,2,0,1.0,2.0,1
archie.dk,0,9,gvc.ceas-challenge.cc,1,29,0,1,0,338,1,2,0,1.0,2.0,1
motorelectric.com.cn,1,20,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,18.0,1.0,1
1stamgroup.com,1,14,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,15.0,1.0,1
sandiegoseal.com,1,16,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,20.0,1.0,1
cps4ups.co.uk,1,13,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,21.0,1.0,1
bsatroop55.com,1,14,gvc.ceas-challenge.cc,1,24,0,1,0,239,0,1,0,3.0,2.0,1
nwbc-gnv.org,1,12,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,12.0,1.0,1
theprocomgroup.com,0,18,gvc.ceas-challenge.cc,1,17,0,3,0,95,0,3,0,2.0,2.0,1
dhpproducoes.com.br,1,19,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,19.0,1.0,1
t-online.de,0,11,lists.sourceforge.net,1,17,0,7,0,726,0,1,0,0.0,2.0,0
five4u.nl,1,9,gvc.ceas-challenge.cc,1,43,0,1,0,73,1,0,0,3.0,2.0,1
amsdell.com,1,11,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,18.0,1.0,1
,0,0,gvc.ceas-challenge.cc,1,30,0,1,0,96,1,0,0,1.0,2.0,1
as2594.net,1,10,spamassassin.apache.org,1,25,0,1,0,1280,0,1,0,0.0,2.0,0
somerset.gov.uk,0,15,gvc.ceas-challenge.cc,1,74,0,1,0,69,0,3,0,22.0,1.0,1
,0,0,gvc.ceas-challenge.cc,1,24,0,1,0,114,1,0,0,10.0,2.0,1
nomade.fr,0,9,gvc.ceas-challenge.cc,1,70,0,3,0,70,1,0,0,2.0,2.0,1
stfrancis.k12.mn.us,1,19,gvc.ceas-challenge.cc,1,32,0,1,0,167,2,0,0,19.0,1.0,1
jr.chtah.com,0,12,gvc.ceas-challenge.cc,1,50,1,8,0,3696,21,1,1,23.0,1.0,0
hetnet.nl,0,9,,1,104,0,12,0,1669,0,0,0,0.0,2.0,0
infoexpertsusa.com,1,18,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,15.0,1.0,1
netviso.com,1,11,gvc.ceas-challenge.cc,1,20,0,5,0,3889,24,0,0,20.0,1.0,1
factory-connection.com,1,22,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,13.0,1.0,1
clamav.net,0,10,lists.clamav.net,1,37,0,1,0,41412,1,2,1,23.0,1.0,0
porcupine.org,0,13,hetnet.nl,1,104,0,12,0,1017,0,0,0,18.0,1.0,0
massey.ac.nz,0,12,massey.ac.nz,0,24,0,2,0,466,0,0,0,12.0,2.0,0
list.scms.waikato.ac.nz,0,23,list.scms.waikato.ac.nz,0,33,0,4,0,5838,5,3,1,18.0,1.0,0
nea.gov.sg,1,10,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,14.0,1.0,1
tec.dk,1,6,gvc.ceas-challenge.cc,1,20,0,5,0,3893,24,0,0,14.0,1.0,1
cli.di.unipi.it,0,15,spamassassin.apache.org,1,30,0,5,0,836,1,2,0,15.0,1.0,0
demartino.cl,1,12,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,14.0,1.0,1
masseyknakal.com,1,16,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,1.0,2.0,1
americasmoneyline.com,1,21,gvc.ceas-challenge.cc,1,20,0,5,0,3892,24,0,0,13.0,1.0,1
puzzling.org,0,12,gmail.com,1,37,0,3,0,3462,4,0,1,9.0,2.0,0
landec.com,0,10,gvc.ceas-challenge.cc,1,37,0,4,0,201,1,0,0,16.0,1.0,1
202.21.214.202.ts.2iij.net,1,26,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,19.0,1.0,1
cnqhyt.com,0,10,gvc.ceas-challenge.cc,1,16,0,1,0,61,0,0,0,20.0,1.0,1
dsi.unimi.it,0,12,cs.orst.edu,1,30,0,8,0,654,3,0,0,15.0,1.0,0
empiredist.com,0,14,gvc.ceas-challenge.cc,1,37,0,1,0,266,1,0,0,19.0,1.0,1
transgas.com,0,12,gvc.ceas-challenge.cc,1,40,1,1,1,287,0,0,1,2.0,2.0,1
mttrucking.org,0,14,gvc.ceas-challenge.cc,1,34,0,5,0,113,1,0,0,0.0,2.0,1
hotpop.com,1,10,opensuse.org,1,26,0,3,0,2134,0,0,1,17.0,1.0,0
,0,0,gvc.ceas-challenge.cc,1,39,0,1,0,72,1,0,0,19.0,1.0,1
cityofmcalester.com,1,19,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,20.0,1.0,1
hex.com.tw,1,10,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,21.0,1.0,1
forefrontweb.com,0,16,,1,27,2,10,1,345,1,1,0,0.0,2.0,1
meifoogarment.com,1,17,gvc.ceas-challenge.cc,1,20,0,5,0,3894,24,0,0,13.0,1.0,1
beauty2000.org,1,14,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,13.0,1.0,1
hotpop.com,1,10,opensuse.org,1,26,0,3,0,1234,0,0,1,17.0,1.0,0
abbeyrosevet.com,1,16,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,13.0,1.0,1
hotpop.com,1,10,opensuse.org,1,26,0,3,0,2901,0,0,1,18.0,1.0,0
gmail.com,0,9,puzzling.org,1,37,0,3,0,1256,2,0,1,19.0,1.0,0
hotpop.com,1,10,opensuse.org,1,26,0,3,0,648,0,0,1,17.0,1.0,0
hotpop.com,1,10,opensuse.org,1,26,0,3,0,580,0,0,0,17.0,1.0,0
jcpenneyem.com,0,14,gvc.ceas-challenge.cc,1,44,0,6,0,879,3,2,1,23.0,1.0,0
scottdial.com,0,13,python.org,1,37,0,3,0,1312,2,0,1,19.0,1.0,0
medicalreport.com,1,17,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,20.0,1.0,1
dhanbadcity.com,1,15,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,19.0,1.0,1
yukonfire.com,1,13,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,13.0,1.0,1
ebco.com,1,8,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,21.0,1.0,1
hetnet.nl,0,9,,1,105,0,12,0,1334,0,0,0,0.0,2.0,0
actochem.com,1,12,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,15.0,2.0,1
issues.apache.org,0,17,spamassassin.apache.org,1,67,0,14,0,487,1,0,0,15.0,1.0,0
recoverylife.com,0,16,gvc.ceas-challenge.cc,1,63,0,8,1,160,1,2,0,19.0,1.0,1
tom.com,1,7,gvc.ceas-challenge.cc,1,40,0,1,0,285,0,0,0,19.0,1.0,1
cmc.co.uk,0,9,gvc.ceas-challenge.cc,1,27,0,1,1,120,0,0,0,18.0,1.0,1
issues.apache.org,0,17,spamassassin.apache.org,1,34,0,8,0,961,1,0,0,15.0,1.0,0
diabetes.ca,0,11,gvc.ceas-challenge.cc,1,55,0,1,0,181,1,0,0,19.0,1.0,1
itechws.com,1,11,gvc.ceas-challenge.cc,1,41,0,1,0,68,1,0,0,20.0,1.0,1
jeremysgolfcenter.com,1,21,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,5.0,2.0,1
trinetimb.com,0,13,gvc.ceas-challenge.cc,1,47,0,1,0,256,0,1,1,2.0,2.0,1
stfrancis.k12.mn.us,1,19,gvc.ceas-challenge.cc,1,39,0,1,0,78,1,0,0,19.0,1.0,1
gmail.com,0,9,scottdial.com,1,37,0,3,0,1069,2,0,1,19.0,1.0,0
in-touch-marketing.com,1,22,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,15.0,1.0,1
ndd.uscourts.gov,0,16,gvc.ceas-challenge.cc,1,39,0,1,0,283,1,2,0,18.0,1.0,1
freedomhouse.com,0,16,gvc.ceas-challenge.cc,1,30,1,18,0,645,0,3,0,23.0,1.0,1
kucherandcohen.com,1,18,gvc.ceas-challenge.cc,1,20,0,5,0,3894,24,0,0,13.0,1.0,1
rootssteelband.com,0,18,gvc.ceas-challenge.cc,1,34,1,1,0,173,1,1,0,1.0,2.0,1
desai.com,1,9,gvc.ceas-challenge.cc,1,20,0,5,0,3891,24,0,0,20.0,1.0,1
media-brokers.com,0,17,cesc.co.in,1,24,0,3,0,342,0,3,0,18.0,1.0,0
apache.org,0,10,,1,27,0,3,1,385,1,0,1,1.0,2.0,1
spamassassin.zones.apache.org,0,29,spamassassin.apache.org,1,39,0,0,0,378,2,0,0,23.0,1.0,0
stfrancis.k12.mn.us,1,19,gvc.ceas-challenge.cc,1,33,0,1,0,143,2,0,0,19.0,1.0,1
revelstone.net,0,14,postfix.org,1,17,0,3,0,983,0,1,0,18.0,1.0,0
zdnet.online.com,0,16,gvc.ceas-challenge.cc,1,87,1,7,1,2858,0,1,1,15.0,1.0,0
issues.apache.org,0,17,spamassassin.apache.org,1,77,0,5,0,1035,2,1,0,15.0,1.0,0
freemail.selfip.org,1,19,gvc.ceas-challenge.cc,1,20,0,5,0,3894,24,0,0,19.0,1.0,1
email.gnc.com,0,13,gvc.ceas-challenge.cc,1,46,1,9,0,5439,36,3,1,23.0,1.0,0
wpsinc.com,1,10,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,13.0,1.0,1
lists.techtarget.com,0,20,gvc.ceas-challenge.cc,1,101,0,3,0,4600,1,0,1,23.0,1.0,0
gmail.com,0,9,python.org,1,60,1,3,0,2144,2,1,0,19.0,1.0,0
impsec.org,0,10,spamassassin.apache.org,1,25,0,1,0,1300,1,1,1,15.0,1.0,0
has.hitachi.com.sg,0,18,gvc.ceas-challenge.cc,1,23,0,2,0,208,1,0,1,19.0,1.0,1
alcoveresources.com,1,19,gvc.ceas-challenge.cc,1,20,0,5,0,3894,24,0,0,19.0,1.0,1
bpi.com.ph,1,10,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,11.0,1.0,1
17ejtn1exs.qb8f7482tl.0kgmclzcnb.tk,1,35,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,3.0,2.0,1
movadogroup.com,1,15,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,11.0,1.0,1
cloch.com,0,9,gvc.ceas-challenge.cc,1,19,0,1,0,73,0,0,0,18.0,1.0,1
aaas-alerts.org,0,15,gvc.ceas-challenge.cc,1,41,0,7,0,12234,28,3,0,5.0,1.0,0
fedex.com,1,9,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,19.0,1.0,1
,0,0,gvc.ceas-challenge.cc,1,43,0,1,0,198,2,0,0,1.0,2.0,1
klaipeda.daily.lt,1,17,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,19.0,1.0,1
lists.techtarget.com,0,20,gvc.ceas-challenge.cc,1,83,0,8,0,3094,1,0,0,23.0,1.0,0
mcttelecom.com,0,14,gvc.ceas-challenge.cc,1,49,0,2,0,32,0,0,0,22.0,1.0,1
polyengineering.com,1,19,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,18.0,1.0,1
cava.cc,1,7,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,18.0,1.0,1
,0,0,gvc.ceas-challenge.cc,1,34,0,1,1,93,1,0,0,0.0,2.0,1
lists.techtarget.com,0,20,gvc.ceas-challenge.cc,1,64,0,5,0,2494,4,0,1,23.0,1.0,0
stfrancis.k12.mn.us,1,19,gvc.ceas-challenge.cc,1,32,0,1,0,123,1,0,0,19.0,1.0,1
,0,0,gvc.ceas-challenge.cc,1,43,0,1,0,71,1,0,0,1.0,2.0,1
dhpproducoes.com.br,1,19,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,19.0,1.0,1
bnpparibas.com,0,14,gvc.ceas-challenge.cc,1,25,0,1,0,282,1,2,0,18.0,1.0,1
510710.com,1,10,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,11.0,1.0,1
porcupine.org,0,13,postfix.org,1,21,0,4,0,722,1,0,0,18.0,1.0,0
ekinciler.com,1,13,gvc.ceas-challenge.cc,1,20,0,5,0,3892,24,0,0,21.0,1.0,1
clark-travel.com,0,16,gvc.ceas-challenge.cc,1,26,0,1,0,51,0,0,0,22.0,1.0,1
lists.techtarget.com,0,20,gvc.ceas-challenge.cc,1,86,0,10,0,2373,4,0,1,23.0,1.0,0
von-oppen.com,0,13,python.org,1,34,0,1,0,369,1,0,1,1.0,2.0,0
porcupine.org,0,13,postfix.org,1,24,0,3,0,796,0,0,0,18.0,1.0,0
gmail.com,0,9,yahoogroups.com,1,42,0,1,0,554,0,1,1,0.0,2.0,0
lists.techtarget.com,0,20,gvc.ceas-challenge.cc,1,100,0,9,0,2886,1,0,0,23.0,1.0,0
morganstanley.com,0,17,postfix.org,1,24,0,3,0,1249,1,0,1,18.0,1.0,0
aamacomm.com.br,1,15,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,21.0,1.0,1
saltmeadow.com,1,14,gvc.ceas-challenge.cc,1,20,0,5,0,3894,24,0,0,13.0,1.0,1
gmail.com,0,9,perl.org,1,52,0,2,1,632,0,0,0,1.0,2.0,0
lists.techtarget.com,0,20,gvc.ceas-challenge.cc,1,46,0,5,0,4020,1,0,0,23.0,1.0,0
dhpproducoes.com.br,1,19,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,19.0,1.0,1
kasper.ru,1,9,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,2.0,2.0,1
ci.fayetteville.ar.us,0,21,gvc.ceas-challenge.cc,1,16,0,1,0,205,0,1,0,18.0,1.0,1
redhat.com,0,10,redhat.com,0,44,0,3,0,661,1,0,0,18.0,1.0,0
carrywater.pl,0,13,postfix.org,1,27,0,1,0,1057,0,1,1,0.0,2.0,0
,0,0,gvc.ceas-challenge.cc,1,31,0,1,0,159,2,0,0,1.0,2.0,1
sephora.it,1,10,gvc.ceas-challenge.cc,1,31,0,1,0,75,1,0,0,14.0,1.0,1
chiorino.co.uk,0,14,gvc.ceas-challenge.cc,1,44,0,1,0,214,0,1,0,23.0,1.0,1
vd.no,1,5,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,20.0,1.0,1
questdisplays.com,1,17,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,18.0,1.0,1
issues.apache.org,0,17,spamassassin.apache.org,1,28,0,7,0,412,1,0,0,15.0,1.0,0
80-20.ch,1,8,gvc.ceas-challenge.cc,1,34,0,1,1,108,1,0,0,18.0,1.0,1
aaas-alerts.org,0,15,gvc.ceas-challenge.cc,1,94,0,9,0,3256,6,2,1,5.0,1.0,0
rockrose.com,1,12,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,18.0,1.0,1
cpan.org,0,8,qsl.net,1,43,0,4,0,1749,0,0,1,1.0,2.0,0
,0,0,gvc.ceas-challenge.cc,1,35,0,1,0,91,1,0,0,10.0,2.0,1
sjbiren.com,1,11,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,19.0,1.0,1
sukkels.com,0,11,gvc.ceas-challenge.cc,1,18,0,3,0,95,0,3,0,15.0,1.0,1
porcupine.org,0,13,postfix.org,1,31,0,2,0,878,0,0,1,18.0,1.0,0
medicaldesign.org,0,17,gvc.ceas-challenge.cc,1,28,0,4,0,164,1,0,0,15.0,1.0,1
stfrancis.k12.mn.us,1,19,gvc.ceas-challenge.cc,1,30,0,5,0,200,2,0,0,19.0,1.0,1
newsletters.online.com,0,22,gvc.ceas-challenge.cc,1,57,0,2,0,1535,0,2,1,15.0,1.0,0
,0,0,gvc.ceas-challenge.cc,1,30,0,5,0,71,1,0,0,0.0,2.0,1
ifa.au.dk,0,9,gvc.ceas-challenge.cc,1,42,0,1,0,98,1,1,0,3.0,2.0,1
users.sourceforge.net,0,21,python.org,1,55,0,1,0,12084,1,177,0,16.0,1.0,0
,0,0,gvc.ceas-challenge.cc,1,30,0,5,0,182,2,0,0,10.0,2.0,1
cs.orst.edu,0,11,cs.orst.edu,0,45,0,12,0,1825,2,0,1,15.0,1.0,0
gmail.com,1,9,lists.sourceforge.net,1,34,0,9,0,399,0,0,1,18.0,1.0,0
issues.apache.org,0,17,spamassassin.apache.org,1,28,0,7,0,371,1,0,0,15.0,1.0,0
neoleen.com,0,11,magma.ca,1,40,0,6,0,824,1,0,0,20.0,1.0,0
rentokilinitial.com,1,19,gvc.ceas-challenge.cc,1,30,0,7,0,168,1,0,0,15.0,1.0,1
steveharrellcompanies.com,1,25,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,20.0,1.0,1
users.sourceforge.net,0,21,python.org,1,88,0,1,0,4051,1,2,0,16.0,1.0,0
newsletters.sdmediagroup.com,0,28,gvc.ceas-challenge.cc,1,41,0,6,0,6647,3,5,0,18.0,1.0,0
handango.com,0,12,gvc.ceas-challenge.cc,1,18,1,3,0,1626,7,2,1,18.0,1.0,0
issues.apache.org,0,17,spamassassin.apache.org,1,28,0,7,0,1002,1,0,1,15.0,1.0,0
3ot.net,1,7,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,14.0,1.0,1
baysoft.co.nz,1,13,gvc.ceas-challenge.cc,1,20,0,5,0,3887,24,0,0,21.0,1.0,1
lists.techtarget.com,0,20,gvc.ceas-challenge.cc,1,43,0,2,0,5329,1,1,0,23.0,1.0,0
stfrancis.k12.mn.us,1,19,gvc.ceas-challenge.cc,1,33,0,1,0,182,2,0,0,19.0,1.0,1
,0,0,gvc.ceas-challenge.cc,1,30,0,1,0,94,1,0,0,19.0,1.0,1
issues.apache.org,0,17,spamassassin.apache.org,1,77,0,5,0,694,3,0,0,15.0,1.0,0
,0,0,gvc.ceas-challenge.cc,1,38,0,3,0,185,2,0,0,10.0,2.0,1
,0,0,gvc.ceas-challenge.cc,1,39,0,1,0,141,2,0,0,10.0,2.0,1
metorion.dk,0,11,gvc.ceas-challenge.cc,1,50,0,1,0,173,1,1,0,2.0,2.0,1
heartlandamerica.com,0,20,mail3.heartlandamerica.com,1,30,0,3,0,9466,53,6,1,15.0,1.0,0
europeonrail.com,0,16,gvc.ceas-challenge.cc,1,60,1,10,0,313,1,1,0,1.0,2.0,1
,0,0,gvc.ceas-challenge.cc,1,38,0,3,0,98,1,0,0,1.0,2.0,1
typepad.com,0,11,gvc.ceas-challenge.cc,1,40,0,0,0,436,0,0,0,19.0,0.0,1
21stcenturyindianart.com,1,24,gvc.ceas-challenge.cc,1,32,0,1,0,66,1,0,0,0.0,2.0,1
thermoscreens.com,0,17,gvc.ceas-challenge.cc,1,38,0,1,0,268,0,0,1,2.0,2.0,1
interactivetools.com,0,20,gvc.ceas-challenge.cc,1,25,0,5,0,405,1,0,0,19.0,1.0,1
imag.fr,0,7,gvc.ceas-challenge.cc,1,37,0,1,0,308,1,2,0,7.0,1.0,1
123game.net,1,11,gvc.ceas-challenge.cc,1,20,0,5,0,3894,24,0,0,1.0,1.0,1
,0,0,gvc.ceas-challenge.cc,1,32,0,1,0,66,1,0,0,10.0,2.0,1
vife.com.hk,1,11,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,13.0,1.0,1
teledata.it,0,11,gvc.ceas-challenge.cc,1,37,1,1,0,272,0,1,1,2.0,2.0,1
,0,0,gvc.ceas-challenge.cc,1,22,0,3,0,64,1,0,0,19.0,1.0,1
ifwnewsletters.newsletters.infoworld.com,0,40,gvc.ceas-challenge.cc,1,31,1,5,0,4909,17,2,1,18.0,1.0,0
tomama.de,0,9,gvc.ceas-challenge.cc,1,54,0,1,0,268,0,0,1,0.0,2.0,1
yahoo.com,0,9,gvc.ceas-challenge.cc,1,24,0,3,0,277,1,0,0,1.0,2.0,1
blueplanetenv.com,0,17,gvc.ceas-challenge.cc,1,16,0,3,0,450,0,0,0,15.0,1.0,1
torcman.de,0,10,gvc.ceas-challenge.cc,1,46,0,1,0,507,1,2,0,1.0,2.0,1
kmiles.co.uk,0,12,lists.sourceforge.net,1,30,0,8,0,443,1,0,0,15.0,1.0,0
celebraterecovery.com,0,21,gvc.ceas-challenge.cc,1,34,0,5,0,191,1,0,0,2.0,2.0,1
fresnobee.com,0,13,,1,29,0,1,1,222,1,0,0,0.0,2.0,1
bozza4.plus.com,1,15,gvc.ceas-challenge.cc,1,16,0,3,0,224,1,0,0,2.0,2.0,1
stfrancis.k12.mn.us,1,19,gvc.ceas-challenge.cc,1,24,0,1,0,93,1,0,0,19.0,1.0,1
livedatagroup.com,0,17,postfix.org,1,25,0,1,0,226,0,0,0,18.0,1.0,0
eddys-bootshaus.de,0,18,gvc.ceas-challenge.cc,1,22,0,1,0,111,1,2,1,2.0,2.0,1
doram.com,1,9,gvc.ceas-challenge.cc,1,20,0,5,0,3894,24,0,0,15.0,1.0,1
loadtestasia.com,1,16,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,1.0,2.0,1
21774995.trackme.com,1,20,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,20.0,1.0,1
egypto-soft.com,1,15,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,20.0,1.0,1
simmtech.pl,0,11,gvc.ceas-challenge.cc,1,24,0,1,0,50,0,0,0,22.0,1.0,1
stfrancis.k12.mn.us,1,19,gvc.ceas-challenge.cc,1,34,0,1,1,144,2,0,0,19.0,1.0,1
johnandrew.co.nz,1,16,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,20.0,1.0,1
polytechnique.org,0,17,gvc.ceas-challenge.cc,1,36,0,1,0,337,1,2,0,1.0,2.0,1
users.sourceforge.net,0,21,python.org,1,65,0,1,0,7102,1,54,1,16.0,1.0,0
digitaldragon.netbox.com,0,24,gvc.ceas-challenge.cc,1,20,0,1,0,43,0,0,0,18.0,1.0,1
foxnews.com,0,11,gvc.ceas-challenge.cc,1,27,0,0,0,234,1,0,0,18.0,1.0,1
ifwnewsletters.newsletters.infoworld.com,0,40,gvc.ceas-challenge.cc,1,41,0,2,0,7189,15,0,1,18.0,1.0,0
trademe.co.nz,0,13,gvc.ceas-challenge.cc,1,33,0,3,0,502,0,1,1,12.0,2.0,0
ozses.net,0,9,livedatagroup.com,1,28,0,2,0,290,0,0,0,1.0,2.0,0
charite.de,0,10,postfix.org,1,28,0,2,0,562,1,0,0,0.0,2.0,0
google.com,0,10,gmail.com,1,35,0,2,0,386,0,0,0,15.0,1.0,0
,0,0,gvc.ceas-challenge.cc,1,27,0,1,0,72,1,0,0,1.0,2.0,1
gatsby.ucl.ac.uk,0,16,cs.orst.edu,1,64,0,11,0,1149,4,0,0,15.0,1.0,0
dkfz-heidelberg.de,0,18,cs.orst.edu,1,35,0,3,0,187,0,0,1,15.0,1.0,0
apache.org,0,10,spamassassin.apache.org,1,70,0,0,0,1970,2,0,0,23.0,1.0,0
regent.edu,1,10,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,15.0,1.0,1
lawskills.com,0,13,gvc.ceas-challenge.cc,1,27,0,1,0,197,1,0,0,1.0,2.0,1
amshockey.com,0,13,gvc.ceas-challenge.cc,1,31,0,3,0,131,1,0,0,0.0,2.0,1
aarontheboy.com,0,15,gvc.ceas-challenge.cc,1,24,0,3,0,140,1,0,0,0.0,2.0,1
stfrancis.k12.mn.us,1,19,gvc.ceas-challenge.cc,1,22,0,3,0,170,2,0,0,20.0,1.0,1
aat.com,1,7,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,19.0,1.0,1
cidrealty-chicago.com,1,21,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,20.0,1.0,1
innovativesys.com,1,17,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,18.0,1.0,1
fritz-internet.de,0,17,lists.sourceforge.net,1,25,0,10,0,1089,0,0,0,0.0,2.0,0
chillingeffects.org,0,19,gvc.ceas-challenge.cc,1,44,0,4,0,189,1,0,0,2.0,2.0,1
kfshrc.edu.sa,0,13,gvc.ceas-challenge.cc,1,42,0,1,0,163,2,0,0,17.0,1.0,1
sourceforge.net,0,15,sourceforge.net,0,38,0,1,0,5723,2,1,0,16.0,1.0,0
pcnr.com,1,8,gvc.ceas-challenge.cc,1,44,0,1,0,607,0,10,0,0.0,2.0,1
live.cn,1,7,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,6.0,2.0,1
cnet.online.com,0,15,gvc.ceas-challenge.cc,1,24,0,2,0,3980,0,2,1,15.0,1.0,0
lists.techtarget.com,0,20,gvc.ceas-challenge.cc,1,57,0,9,0,2596,4,0,0,23.0,1.0,0
nymag.com,0,9,,1,27,0,3,1,404,1,1,0,2.0,2.0,1
livedatagroup.com,0,17,postfix.org,1,28,0,2,0,607,0,0,0,18.0,1.0,0
yugm.org,0,8,spamassassin.apache.org,1,9,0,1,0,471,0,0,1,15.0,1.0,0
csz.com,0,7,lists.sourceforge.net,1,25,0,10,0,1802,0,0,0,15.0,1.0,0
apache.org,0,10,spamassassin.apache.org,1,9,0,1,0,375,0,0,0,18.0,1.0,0
users.sourceforge.net,0,21,python.org,1,55,0,1,0,1755,1,5,0,16.0,1.0,0
austinenergy.com,0,16,spamassassin.apache.org,1,9,0,1,0,1023,1,0,0,17.0,1.0,0
service.govdelivery.com,0,23,gvc.ceas-challenge.cc,1,46,0,8,0,1134,3,0,1,13.0,1.0,0
rudersport.de,0,13,spamassassin.apache.org,1,31,0,1,0,1570,0,2,0,0.0,2.0,0
cylex-review.com,0,16,,1,7,0,1,0,227,1,0,1,20.0,1.0,1
wep.org,0,7,gvc.ceas-challenge.cc,1,19,0,1,1,45,0,0,0,22.0,1.0,1
users.sourceforge.net,0,21,python.org,1,60,0,1,0,837,1,0,0,16.0,1.0,0
rescomp.stanford.edu,0,20,postfix.org,1,29,0,2,0,1205,0,0,0,15.0,1.0,0
